manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
Honda,Civic,mechanical,violet,410000,1998,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,"1,800.00",FALSE,Минская обл.,7,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24
Mitsubishi,Space Wagon,mechanical,blue,408000,1997,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,"1,500.00",FALSE,Минская обл.,10,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41
Mazda,626,mechanical,blue,370000,1992,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"1,250.00",TRUE,Брестская обл.,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,160
ВАЗ,2103,mechanical,blue,99999,1977,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,rear,"1,200.00",FALSE,Минская обл.,11,21,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49
Mercedes-Benz,E260,automatic,red,460000,1986,gasoline,FALSE,gasoline,2.6,sedan,FALSE,owned,rear,"1,200.00",TRUE,Гродненская обл.,13,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76
Peugeot,605,mechanical,white,400000,1993,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,"1,100.00",TRUE,Витебская обл.,4,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,136
Volkswagen,Polo,mechanical,blue,295000,1998,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,950,TRUE,Брестская обл.,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78
Nissan,Primera,mechanical,silver,150000,1995,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,550,FALSE,Минская обл.,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Ford,Sierra,mechanical,green,612345,1992,gasoline,FALSE,gasoline,2,universal,FALSE,owned,rear,450,FALSE,Гродненская обл.,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19
Volkswagen,Golf,mechanical,red,447000,1987,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,375,TRUE,Витебская обл.,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,164
Ford,Sierra,mechanical,orange,99999,1984,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,rear,290,FALSE,Минская обл.,5,77,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255
Mercedes-Benz,CLS400,automatic,grey,41000,2017,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,all,"48,000.00",TRUE,Минская обл.,34,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42
BMW,318,automatic,black,161000,2015,diesel,FALSE,diesel,2,liftback,FALSE,owned,rear,"21,700.00",TRUE,Минская обл.,26,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8
Iveco,Daily,mechanical,blue,187000,2007,diesel,FALSE,diesel,3,van,FALSE,owned,rear,"20,999.00",FALSE,Минская обл.,11,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,86
Volkswagen,Passat,automatic,black,207000,2015,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"19,950.00",FALSE,Минская обл.,7,17,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,230
BMW,218,automatic,white,110000,2015,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,"18,390.00",FALSE,Минская обл.,13,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,158
Toyota,Sienna,automatic,black,14571,2017,gasoline,FALSE,gasoline,3.5,minivan,FALSE,emergency,front,"18,200.00",FALSE,Минская обл.,31,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10
Toyota,Prius,automatic,silver,60000,2013,hybrid-petrol,FALSE,gasoline,1.8,universal,FALSE,owned,front,"15,000.00",TRUE,Минская обл.,8,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,62
Audi,A7,automatic,silver,254000,2010,gasoline,FALSE,gasoline,3,liftback,FALSE,owned,rear,"13,990.00",FALSE,Минская обл.,4,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78
Hyundai,i40,automatic,grey,94000,2012,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,"13,600.00",FALSE,Минская обл.,4,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79
Audi,A4,mechanical,black,212000,2009,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"13,450.00",TRUE,Гомельская обл.,16,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57
Volkswagen,Tiguan,automatic,black,127423,2011,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,"12,300.00",FALSE,Минская обл.,8,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,57
Ford,Transit,mechanical,white,383000,2012,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,"12,093.33",FALSE,Брестская обл.,6,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6
Hyundai,Accent,mechanical,black,37000,2017,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"12,000.00",FALSE,Минская обл.,8,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3
BMW,530,automatic,black,365000,2004,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,"11,200.00",FALSE,Гродненская обл.,9,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,99
Nissan,Sentra,mechanical,grey,75000,2015,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"10,500.00",FALSE,Минская обл.,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,12
Audi,A6,automatic,black,210000,2008,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,"10,000.00",FALSE,Могилевская обл.,4,46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,87
Skoda,Octavia,mechanical,black,230000,2010,diesel,FALSE,diesel,1.6,universal,FALSE,owned,front,"10,000.00",FALSE,Могилевская обл.,8,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,65
Volkswagen,Touran,mechanical,black,101000,2012,gasoline,FALSE,gasoline,1.2,minivan,FALSE,owned,front,"9,700.00",FALSE,Минская обл.,7,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,80
Kia,Rio,mechanical,silver,112000,2014,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"9,600.00",FALSE,Минская обл.,4,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,61
Renault,Megane,mechanical,red,100000,2015,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"9,500.00",FALSE,Минская обл.,12,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,84
Toyota,RAV4,automatic,black,240000,2006,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,all,"8,750.00",FALSE,Гродненская обл.,7,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,44
Volkswagen,Touran,mechanical,silver,376200,2007,gas,TRUE,gasoline,2,minivan,FALSE,owned,front,"8,000.00",FALSE,Минская обл.,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Audi,A8,automatic,black,317000,2004,gasoline,FALSE,gasoline,4.2,sedan,FALSE,owned,all,"7,100.00",TRUE,Гомельская обл.,3,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6
BMW,318,automatic,silver,186000,2006,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,"6,750.00",FALSE,Могилевская обл.,11,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,82
Suzuki,Grand Vitara,mechanical,brown,350000,2005,gasoline,FALSE,gasoline,2.8,suv,FALSE,owned,all,"6,500.00",FALSE,Минская обл.,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,20
Peugeot,308,automatic,blue,149000,2009,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,"6,300.00",FALSE,Гомельская обл.,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,180
Ford,Focus,mechanical,silver,214000,2008,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,"6,300.00",FALSE,Минская обл.,9,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,87
Kia,Venga,mechanical,silver,109000,2010,gasoline,FALSE,gasoline,1.4,minivan,FALSE,owned,front,"6,200.00",TRUE,Брестская обл.,11,54,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,91
BMW,525,mechanical,black,450000,2001,diesel,FALSE,diesel,2.5,sedan,FALSE,owned,rear,"6,100.00",TRUE,Минская обл.,9,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,45
Honda,Accord,automatic,red,281635,2004,gasoline,FALSE,gasoline,3,coupe,FALSE,owned,front,"5,600.00",TRUE,Минская обл.,7,22,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,39
Volkswagen,Passat,automatic,silver,340000,2005,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"5,200.00",FALSE,Могилевская обл.,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,55
Peugeot,206,mechanical,blue,128000,2009,gasoline,FALSE,gasoline,1.1,hatchback,FALSE,owned,front,"4,300.00",FALSE,Могилевская обл.,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103
Ford,Mondeo,mechanical,silver,295000,2003,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"4,200.00",FALSE,Минская обл.,14,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,52
Renault,Vel Satis,automatic,blue,370000,2003,diesel,FALSE,diesel,3,hatchback,FALSE,owned,front,"4,200.00",FALSE,Минская обл.,10,18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97
Audi,A6,automatic,silver,350000,2001,diesel,FALSE,diesel,2.5,universal,FALSE,owned,all,"4,000.00",FALSE,Брестская обл.,7,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,81
Peugeot,Boxer,mechanical,white,326000,2001,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,"3,999.00",TRUE,Минская обл.,7,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83
Renault,Laguna,mechanical,blue,328000,2001,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,"3,900.00",FALSE,Минская обл.,14,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11
Peugeot,406,mechanical,other,298500,2000,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,"3,800.00",FALSE,Минская обл.,6,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,57
Citroen,Xsara Picasso,mechanical,blue,320000,2005,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,"3,650.00",FALSE,Гродненская обл.,7,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10
Renault,Scenic,mechanical,blue,350000,2000,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,"3,650.00",FALSE,Брестская обл.,17,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
Mercedes-Benz,E230,mechanical,blue,277000,1997,gasoline,FALSE,gasoline,2.3,sedan,FALSE,owned,rear,"3,500.00",FALSE,Витебская обл.,11,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15
Peugeot,607,automatic,black,292000,2002,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,front,"3,500.00",TRUE,Брестская обл.,3,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,156
Skoda,Fabia,mechanical,silver,286297,2007,gasoline,FALSE,gasoline,1.2,sedan,FALSE,owned,front,"3,308.74",FALSE,Минская обл.,11,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Volkswagen,Golf,automatic,white,280000,1993,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"3,200.00",FALSE,Минская обл.,7,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1
ЗАЗ,Lanos,mechanical,other,72500,2011,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,"3,100.00",FALSE,Витебская обл.,15,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23
Opel,Astra,mechanical,silver,320000,2002,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"2,850.00",FALSE,Витебская обл.,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,55
Peugeot,406,mechanical,silver,277000,1997,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,"2,700.00",FALSE,Витебская обл.,7,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31
Volkswagen,T4,mechanical,white,394000,1991,diesel,FALSE,diesel,1.9,van,FALSE,owned,front,"2,400.00",FALSE,Минская обл.,5,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10
Dodge,Caravan,automatic,white,250000,1999,gasoline,FALSE,gasoline,3,minivan,FALSE,owned,front,"2,000.00",TRUE,Минская обл.,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66
Dacia,Logan,mechanical,black,333333,2006,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,"1,800.00",FALSE,Минская обл.,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Daewoo,Leganza,mechanical,green,293000,1998,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,"1,600.00",FALSE,Брестская обл.,10,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,14
Hyundai,Sonata,mechanical,blue,300000,1999,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"1,500.00",TRUE,Брестская обл.,9,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,45
Renault,Safrane,mechanical,blue,345000,1996,gas,TRUE,gasoline,2.5,hatchback,FALSE,owned,front,"1,300.00",FALSE,Минская обл.,6,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,49
Honda,Accord,mechanical,silver,336000,1992,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"1,250.00",FALSE,Гомельская обл.,9,31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49
BMW,735,automatic,black,570000,1992,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,rear,"1,200.00",FALSE,Гродненская обл.,14,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,75
Alfa Romeo,156,mechanical,silver,300000,1998,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"1,150.00",TRUE,Минская обл.,10,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,16
Honda,Civic,mechanical,blue,357880,1993,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,"1,000.00",FALSE,Минская обл.,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48
Kia,Clarus,mechanical,green,460000,1998,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"1,000.00",TRUE,Гомельская обл.,12,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8
Volkswagen,Jetta,mechanical,blue,20000,1987,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,850,FALSE,Брестская обл.,5,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,35
Peugeot,605,mechanical,blue,250000,1995,diesel,FALSE,diesel,2.1,sedan,FALSE,owned,front,700,TRUE,Могилевская обл.,14,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65
ВАЗ,2106,mechanical,white,78254,1990,gasoline,FALSE,gasoline,1.3,sedan,FALSE,owned,rear,600,FALSE,Минская обл.,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13
Seat,Ibiza,mechanical,white,123456,1991,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,emergency,front,250,FALSE,Гродненская обл.,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,86
Toyota,Land Cruiser,automatic,black,202000,2011,diesel,FALSE,diesel,4.5,suv,FALSE,owned,all,"31,500.00",FALSE,Минская обл.,14,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,38
Toyota,Land Cruiser,automatic,black,65000,2010,diesel,FALSE,diesel,3,suv,FALSE,owned,all,"26,550.00",FALSE,Минская обл.,31,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
BMW,428,automatic,white,34560,2015,gasoline,FALSE,gasoline,2,coupe,FALSE,owned,rear,"25,499.00",FALSE,Минская обл.,15,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87
Toyota,RAV4,automatic,brown,45000,2016,gasoline,FALSE,gasoline,2,minivan,TRUE,owned,front,"23,000.00",FALSE,Минская обл.,9,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2
Acura,TSX,automatic,white,33796,2013,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,"17,000.00",FALSE,Брестская обл.,8,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2
Opel,Mokka,automatic,white,82700,2015,gasoline,FALSE,gasoline,1.4,suv,FALSE,owned,front,"13,900.00",TRUE,Минская обл.,22,175,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,405
Lexus,RX,automatic,black,180000,2004,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,"11,500.00",FALSE,Минская обл.,3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66
BMW,750,automatic,black,201500,2009,gasoline,FALSE,gasoline,4.4,sedan,FALSE,owned,rear,"10,300.00",TRUE,Минская обл.,12,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20
Volkswagen,Sharan,mechanical,black,360000,2008,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,"10,000.00",TRUE,Гродненская обл.,17,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,17
Skoda,Octavia,automatic,white,149000,2015,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"9,900.00",FALSE,Минская обл.,9,73,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,357
Honda,Accord,automatic,silver,157712,2008,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"9,500.00",FALSE,Минская обл.,11,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,111
Mazda,CX-7,automatic,other,170000,2007,gasoline,FALSE,gasoline,2.3,suv,FALSE,owned,all,"9,200.00",FALSE,Минская обл.,21,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,209
Ford,S-Max,mechanical,black,142000,2006,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,"9,000.00",FALSE,Минская обл.,9,18,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,354
Opel,Antara,automatic,black,144000,2008,gasoline,FALSE,gasoline,3.2,suv,FALSE,owned,all,"8,900.00",FALSE,Минская обл.,12,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
Chrysler,Town&Country,automatic,silver,350000,2005,gas,TRUE,gasoline,3.8,minivan,FALSE,owned,front,"8,700.00",TRUE,Брестская обл.,13,23,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,41
Renault,Fluence,mechanical,silver,113000,2014,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"8,536.45",TRUE,Минская обл.,9,51,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,57
Mini,One,automatic,red,143000,2007,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,"8,500.00",FALSE,Минская обл.,2,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,91
Nissan,Almera,mechanical,blue,69500,2015,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"8,100.00",FALSE,Минская обл.,6,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,58
Dacia,Duster,mechanical,silver,133000,2010,gas,TRUE,gasoline,1.6,suv,FALSE,owned,front,"7,600.00",FALSE,Гродненская обл.,17,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2
SsangYong,Rexton,automatic,grey,200500,2006,diesel,FALSE,diesel,2.7,suv,FALSE,owned,all,"7,500.00",FALSE,Минская обл.,8,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,68
Volkswagen,Passat,automatic,black,324000,2008,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"6,600.00",FALSE,Минская обл.,17,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5
Volkswagen,T4 Multivan,mechanical,red,340000,1997,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,"6,150.00",FALSE,Минская обл.,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,52
Opel,Astra,mechanical,silver,297000,2005,diesel,FALSE,diesel,1.7,universal,FALSE,owned,front,"6,000.00",TRUE,Гродненская обл.,16,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
Peugeot,406,mechanical,black,210000,2003,diesel,FALSE,diesel,2.2,coupe,FALSE,owned,front,"5,500.00",TRUE,Витебская обл.,21,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6
Chrysler,Sebring,automatic,silver,217261,2007,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,"5,480.00",FALSE,Могилевская обл.,8,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,97
Audi,A6,automatic,silver,240000,2002,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,all,"5,300.00",TRUE,Минская обл.,7,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,54
Audi,A6 Allroad,automatic,silver,340000,2001,diesel,FALSE,diesel,2.5,universal,FALSE,owned,all,"4,850.00",FALSE,Брестская обл.,10,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Renault,Laguna,mechanical,grey,180000,2001,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,"4,800.00",FALSE,Минская обл.,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,60
BMW,525,automatic,blue,350000,2001,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,"4,700.00",TRUE,Гродненская обл.,7,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,259
Opel,Frontera,mechanical,blue,450000,2000,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,"4,200.00",TRUE,Гомельская обл.,10,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36
Mercedes-Benz,C180,mechanical,black,284897,1997,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,rear,"3,500.00",TRUE,Витебская обл.,13,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,104
Toyota,Avensis,mechanical,green,335000,2000,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,"3,499.00",TRUE,Гомельская обл.,4,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,90
ВАЗ,2121,mechanical,green,100000,1985,gasoline,FALSE,gasoline,1.8,suv,FALSE,owned,all,"2,990.00",FALSE,Могилевская обл.,26,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30
